artist,songs,max_pop,avg_pop,avg_duration,avg_tempo,avg_energy,avg_danceability,average_loudness,avg_speechiness,avg_instrumentalness,avg_acousticness,avg_liveness,avg_valence,avg_mode,avg_key,avg_time_sig
Troy,7,64,57.57,201019.00,113.37,0.75,0.66,-6.09,0.06,0.00,0.18,0.11,0.45,0.43,4.14,4.00
Troy Cartwright,9,59,49.89,180233.11,121.29,0.67,0.52,-5.30,0.04,0.00,0.14,0.21,0.39,1.00,5.78,4.00
Troy Pierce,3,15,10.00,450724.33,124.99,0.51,0.79,-10.92,0.05,0.74,0.01,0.10,0.45,0.67,6.67,4.00
Troy Ramey,6,24,11.67,343151.00,125.48,0.78,0.43,-5.69,0.04,0.00,0.20,0.62,0.51,0.67,4.50,3.50
Troy Sneed,20,36,17.25,296321.35,97.15,0.55,0.51,-6.27,0.05,0.00,0.47,0.20,0.40,0.55,3.00,4.05
TroyBoi,54,62,36.15,192078.48,121.68,0.65,0.76,-5.80,0.12,0.30,0.10,0.20,0.45,0.46,5.50,4.00
Troye Sivan,29,82,54.28,205369.31,117.12,0.61,0.57,-7.53,0.06,0.03,0.15,0.16,0.41,0.69,4.24,4.00
TRU,8,36,28.63,305293.38,98.95,0.49,0.86,-8.15,0.28,0.00,0.03,0.17,0.50,0.75,6.50,3.75
TRU Concept,14,50,25.93,207658.86,126.71,0.75,0.69,-5.88,0.05,0.15,0.10,0.20,0.49,0.14,5.00,3.93
Trubbel,3,37,32.67,125374.67,165.04,0.91,0.38,-2.16,0.05,0.00,0.00,0.36,0.70,0.67,5.00,4.00
Trüby Trio,4,39,32.25,188226.75,156.50,0.70,0.77,-7.46,0.07,0.62,0.27,0.17,0.57,0.25,7.00,4.00
Truchło Strzygi,11,25,20.18,261932.82,140.10,0.90,0.24,-6.48,0.09,0.03,0.00,0.50,0.18,0.91,5.27,4.00
Truckfighters,43,45,19.26,329869.00,128.74,0.71,0.40,-7.88,0.04,0.59,0.08,0.21,0.37,0.67,5.47,3.88
Trudy and the Romance,24,57,27.08,183787.54,131.41,0.63,0.37,-7.95,0.05,0.12,0.41,0.18,0.43,0.67,5.25,3.63
True Loves,13,36,27.46,228560.46,119.19,0.76,0.64,-7.07,0.04,0.81,0.06,0.11,0.88,0.38,5.69,4.00
True Steppers,3,29,21.33,212475.33,135.63,0.80,0.75,-5.69,0.12,0.00,0.06,0.27,0.92,0.67,7.33,4.00
True Widow,7,38,31.43,326272.57,102.67,0.52,0.44,-10.53,0.03,0.63,0.12,0.14,0.26,1.00,7.57,4.00
Trumpet Jazz,10,41,35.70,120907.60,98.24,0.19,0.71,-20.01,0.05,0.93,0.83,0.09,0.59,0.60,6.60,3.90
Truncate,29,28,13.69,300817.55,130.28,0.72,0.77,-10.22,0.09,0.81,0.07,0.11,0.18,0.45,6.55,3.93
Trushinitas,11,46,27.73,115764.27,99.35,0.66,0.63,-10.83,0.06,0.70,0.28,0.24,0.63,0.91,4.27,4.00
Truslow,7,52,39.14,211247.86,136.61,0.76,0.56,-4.81,0.05,0.00,0.20,0.19,0.44,0.86,2.00,4.00
Trus'me,8,34,17.25,283342.75,113.76,0.68,0.77,-9.03,0.09,0.37,0.01,0.30,0.62,0.50,6.25,4.00
TRUSTcompany,17,64,38.35,201084.00,128.20,0.89,0.45,-3.77,0.06,0.00,0.00,0.11,0.40,0.53,3.88,4.06
Truth,49,33,13.78,276219.43,137.77,0.58,0.61,-8.54,0.06,0.62,0.02,0.25,0.16,0.69,4.82,3.92
Truth & Janey,9,14,9.11,346595.44,127.78,0.78,0.35,-8.52,0.10,0.23,0.01,0.40,0.53,0.67,7.89,4.00
Truth Cult,11,24,19.55,149556.36,127.20,0.91,0.32,-5.14,0.10,0.17,0.00,0.21,0.58,0.73,8.00,4.00
Trye,9,36,24.78,217237.67,146.64,0.86,0.37,-4.01,0.10,0.05,0.01,0.40,0.22,0.33,4.33,4.00
Trygve Seim,8,29,24.00,262293.25,93.30,0.08,0.33,-18.78,0.04,0.65,0.96,0.15,0.21,0.88,6.75,3.75
Tryhardninja,3,55,53.00,250795.67,127.38,0.69,0.63,-7.95,0.04,0.01,0.03,0.21,0.41,0.67,4.67,4.00
TRYM,14,34,29.14,354023.71,141.53,0.88,0.55,-7.03,0.07,0.80,0.01,0.20,0.20,0.50,4.64,4.00
Tryple,3,21,16.67,257823.33,122.88,0.87,0.44,-2.24,0.22,0.18,0.08,0.48,0.16,0.33,2.00,4.00
TSAR,7,29,11.29,234845.71,120.92,0.91,0.42,-2.96,0.07,0.00,0.00,0.17,0.37,0.86,2.71,4.00
TSHA,15,58,44.53,238374.60,126.10,0.79,0.62,-6.86,0.06,0.37,0.19,0.12,0.44,0.60,6.93,3.93
Tshala Muana,7,31,21.86,384487.43,135.50,0.78,0.70,-8.51,0.06,0.04,0.38,0.14,0.77,1.00,4.71,4.00
Tsjuder,34,31,11.38,277432.06,123.04,0.97,0.18,-5.39,0.12,0.56,0.00,0.27,0.08,0.62,5.71,3.88
tstewart,4,45,32.50,221552.00,107.48,0.48,0.36,-13.08,0.04,0.85,0.64,0.13,0.16,0.25,6.75,4.25
Tsunami Bomb,18,35,21.61,189128.67,139.70,0.84,0.48,-4.68,0.05,0.09,0.01,0.18,0.48,0.50,4.28,3.94
Tsunami J.,5,39,30.00,154677.60,112.52,0.67,0.58,-9.21,0.07,0.05,0.39,0.15,0.31,0.40,5.80,3.80
Tsunami Wazahari,10,32,19.80,281945.40,132.70,0.62,0.69,-7.69,0.04,0.66,0.03,0.17,0.33,0.30,4.50,4.00
Tsundere Alley,6,34,27.50,181988.50,128.33,0.87,0.75,-5.78,0.27,0.08,0.01,0.32,0.64,0.50,4.33,4.00
Tsunenori,4,30,29.25,223688.50,92.14,0.62,0.61,-7.90,0.03,0.91,0.53,0.11,0.43,0.75,6.75,4.00
Tsuruda,11,32,24.00,186088.55,131.42,0.75,0.67,-6.67,0.27,0.25,0.07,0.23,0.33,0.55,3.73,3.82
Tsuyoshi Yamamoto Trio,4,25,22.25,440813.25,102.65,0.42,0.51,-10.85,0.04,0.53,0.83,0.11,0.29,0.50,4.75,4.00
TSVI,8,17,12.50,260073.75,134.56,0.73,0.64,-8.51,0.09,0.87,0.06,0.19,0.17,0.63,6.88,4.25
TT Grace,6,34,27.17,182957.83,149.85,0.86,0.49,-6.84,0.06,0.11,0.03,0.20,0.76,0.50,7.00,4.00
TTNG,48,38,21.13,244788.13,126.43,0.61,0.46,-8.94,0.04,0.10,0.20,0.15,0.45,0.58,5.15,3.56
TU M',5,12,8.40,854986.60,77.32,0.12,0.09,-27.88,0.05,0.95,0.86,0.13,0.09,0.60,8.60,3.40
Tub Ring,4,43,29.75,168644.50,130.40,0.77,0.67,-5.34,0.05,0.00,0.16,0.10,0.66,0.25,5.75,4.00
Tubby Isiah,4,30,19.25,236000.50,132.47,0.68,0.78,-9.26,0.08,0.70,0.13,0.18,0.46,0.25,6.50,4.00
Tube & Berger,22,54,28.41,308395.91,123.01,0.66,0.77,-8.50,0.07,0.52,0.04,0.15,0.44,0.36,6.05,3.91
Tuber,3,29,22.67,556232.33,131.87,0.72,0.30,-7.70,0.04,0.81,0.04,0.11,0.21,0.33,6.00,4.00
Tucka,45,39,21.00,284587.64,114.47,0.60,0.76,-6.64,0.06,0.01,0.28,0.13,0.79,0.60,5.38,3.91
Tucker Beathard,6,44,35.00,223998.33,144.20,0.71,0.56,-4.30,0.04,0.00,0.15,0.18,0.32,0.83,8.17,4.00
Tujamo,45,69,41.84,176442.13,124.42,0.86,0.74,-4.60,0.09,0.21,0.05,0.19,0.44,0.67,5.33,4.00
Tujiko Noriko,31,34,11.00,333643.87,106.59,0.38,0.42,-14.46,0.07,0.34,0.69,0.16,0.21,0.68,4.39,3.74
Tulku,6,17,11.50,318580.00,104.84,0.72,0.57,-11.38,0.06,0.45,0.16,0.11,0.47,0.67,6.67,4.00
Tullycraft,22,39,10.05,168752.45,128.36,0.67,0.50,-9.37,0.06,0.25,0.20,0.21,0.67,0.82,3.73,3.95
Tulus,47,78,51.09,207757.19,113.18,0.51,0.51,-8.70,0.05,0.04,0.53,0.14,0.51,0.85,5.94,3.87
Tuneboy,28,24,11.18,304016.96,148.49,0.90,0.63,-4.61,0.10,0.48,0.01,0.17,0.39,0.57,4.71,4.00
Tune-Yards,8,45,32.50,245166.13,116.44,0.68,0.70,-7.28,0.09,0.10,0.28,0.42,0.56,0.63,4.63,3.88
Tungevaag,15,66,50.67,187088.07,123.11,0.80,0.62,-4.39,0.06,0.01,0.08,0.19,0.48,0.40,5.60,4.00
Tungsten,4,50,47.75,226977.00,113.28,0.86,0.51,-4.60,0.04,0.01,0.01,0.39,0.38,0.00,4.00,4.00
Tunnel Vision,4,42,30.50,221780.50,168.03,0.72,0.57,-6.66,0.06,0.00,0.01,0.13,0.72,1.00,5.25,4.00
Tunnidge,5,15,10.20,326648.20,139.97,0.59,0.71,-9.13,0.10,0.64,0.02,0.23,0.29,0.80,4.60,4.00
Tupelo Highshots,7,36,27.29,172721.57,109.83,0.91,0.58,-5.21,0.04,0.00,0.14,0.25,0.76,1.00,6.00,4.00
Tupelo Honey,3,12,9.00,221964.33,109.09,0.86,0.44,-4.86,0.09,0.00,0.03,0.14,0.36,0.33,1.33,4.00
Turbonegro,58,53,22.03,212218.60,143.94,0.91,0.37,-3.64,0.08,0.07,0.02,0.24,0.41,0.50,4.88,4.00
Turbowolf,26,44,23.92,204144.04,120.95,0.92,0.36,-3.61,0.09,0.20,0.05,0.19,0.34,0.69,5.15,3.96
Turbulence,27,28,15.22,230902.37,122.55,0.67,0.73,-5.91,0.17,0.00,0.14,0.23,0.70,0.37,5.48,4.00
Turhan James,2,44,35.50,199309.50,119.99,0.58,0.62,-7.63,0.07,0.00,0.23,0.28,0.34,0.50,3.50,4.00
Türküm,10,42,34.00,156431.40,122.19,0.81,0.49,-6.88,0.06,0.33,0.02,0.21,0.23,0.70,5.40,4.00
Turno,34,48,23.35,272710.71,158.58,0.94,0.54,-1.61,0.26,0.30,0.02,0.34,0.25,0.59,7.03,3.97
Turnover,61,60,34.89,212416.74,131.55,0.71,0.49,-7.07,0.04,0.16,0.14,0.15,0.43,0.70,5.70,3.97
Turnstile,49,62,43.59,139052.49,119.32,0.91,0.40,-5.69,0.08,0.25,0.03,0.33,0.37,0.76,5.61,3.98
tusken.,13,44,32.08,105710.85,108.09,0.32,0.74,-11.31,0.17,0.79,0.54,0.18,0.44,0.31,5.85,3.92
Tusks,3,37,34.33,216473.67,134.87,0.42,0.44,-11.63,0.03,0.37,0.42,0.12,0.21,0.67,5.67,4.00
Tusse,5,51,45.40,185373.80,115.11,0.63,0.59,-6.18,0.04,0.00,0.12,0.12,0.39,0.60,8.00,4.00
Tut Tut Child,42,38,18.57,258813.33,134.71,0.78,0.54,-5.58,0.09,0.21,0.08,0.20,0.34,0.55,5.50,4.00
Tuxedo,41,52,29.02,216383.39,110.97,0.70,0.81,-4.41,0.09,0.03,0.17,0.13,0.77,0.34,5.51,4.02
Tuxedomoon,8,17,9.75,326243.25,106.11,0.33,0.36,-18.01,0.09,0.40,0.38,0.13,0.39,0.63,2.50,3.25
TV Girl,42,85,57.52,217210.33,110.92,0.79,0.61,-6.28,0.05,0.13,0.28,0.22,0.67,0.74,4.38,3.93
TV Noise,5,42,37.60,152111.60,126.81,0.86,0.77,-5.49,0.12,0.22,0.01,0.31,0.27,1.00,5.00,4.00
TV On The Radio,46,59,32.33,276923.93,129.76,0.74,0.50,-6.72,0.05,0.13,0.13,0.20,0.37,0.65,5.61,3.83
TV Smith,6,16,9.33,194786.67,137.01,0.81,0.50,-5.52,0.04,0.01,0.01,0.19,0.33,0.67,4.67,4.00
Tvangeste,5,23,9.40,382853.40,103.51,0.92,0.31,-4.86,0.14,0.02,0.00,0.21,0.19,0.80,5.00,3.80
Tvärvägen,3,24,20.33,169080.67,133.77,0.08,0.47,-17.33,0.05,0.85,0.98,0.11,0.47,1.00,4.67,2.33
TVBOO,13,37,30.00,208037.08,139.24,0.78,0.76,-4.51,0.21,0.19,0.02,0.21,0.44,0.69,4.77,4.00
Tvbuu,18,48,27.83,158363.17,122.13,0.61,0.63,-9.42,0.14,0.01,0.08,0.17,0.41,0.61,4.67,4.22
Twain,5,43,36.60,250505.20,111.90,0.34,0.54,-10.90,0.04,0.05,0.69,0.34,0.45,1.00,6.00,3.80
Twang and Round,12,45,27.67,209186.67,126.36,0.63,0.74,-9.89,0.11,0.00,0.06,0.17,0.38,0.83,4.00,4.00
Tweaker,28,35,12.71,240767.50,126.78,0.62,0.57,-8.83,0.06,0.39,0.14,0.16,0.29,0.79,4.89,4.00
TWEAKS,9,41,22.22,171617.56,132.80,0.53,0.65,-14.54,0.12,0.80,0.36,0.17,0.35,0.56,3.67,3.67
Tweekacore,5,51,39.00,209656.40,156.40,0.91,0.50,-3.72,0.08,0.12,0.01,0.15,0.51,0.20,4.00,4.00
Tweet,22,60,27.64,251454.00,96.85,0.49,0.66,-9.14,0.13,0.01,0.47,0.12,0.51,0.55,4.59,4.00
Twelve Foot Ninja,45,42,29.44,219625.20,123.97,0.82,0.52,-5.15,0.07,0.00,0.01,0.17,0.36,0.53,5.27,3.84
Twelve Point Buck,8,40,21.13,204943.38,119.13,0.67,0.36,-5.28,0.07,0.54,0.28,0.28,0.33,1.00,5.25,3.88
Twenty One Pilots,66,85,60.27,241332.83,121.37,0.64,0.64,-6.86,0.06,0.01,0.17,0.17,0.48,0.55,5.74,3.92
TWENTYTHREE,13,54,40.85,140761.85,123.68,0.59,0.68,-9.69,0.15,0.36,0.23,0.23,0.19,0.85,3.85,3.92
Twerps,9,30,18.56,213508.11,112.90,0.70,0.40,-5.91,0.03,0.56,0.07,0.12,0.63,0.78,4.44,3.89
Twiddle,67,49,23.07,348588.04,113.08,0.76,0.47,-7.74,0.05,0.19,0.29,0.21,0.61,0.69,4.85,4.01
Twilight Force,25,48,31.32,332733.20,134.64,0.85,0.36,-6.87,0.06,0.00,0.01,0.20,0.29,0.56,6.32,4.00
Twin Method,9,11,7.33,219228.22,121.67,0.88,0.52,-4.22,0.09,0.00,0.00,0.17,0.28,1.00,4.22,4.00
Twin Peaks,89,59,16.99,202281.53,123.05,0.77,0.42,-6.46,0.04,0.32,0.19,0.29,0.52,0.88,6.04,3.97
Twin Shadow,33,56,25.55,220746.76,113.13,0.76,0.60,-6.29,0.06,0.12,0.10,0.18,0.52,0.79,4.70,4.00
Twin Strings,5,59,52.20,248325.40,134.74,0.38,0.57,-11.22,0.03,0.00,0.75,0.16,0.26,0.80,7.20,3.40
Twin Tribes,16,53,36.81,208412.94,125.66,0.81,0.51,-6.77,0.05,0.64,0.02,0.16,0.60,0.31,5.25,3.75
TWIN XL,6,46,38.83,172313.17,133.85,0.87,0.60,-4.35,0.05,0.00,0.09,0.25,0.82,0.17,5.50,4.00
Twine,5,12,9.00,237321.40,133.94,0.91,0.48,-4.39,0.12,0.36,0.00,0.48,0.24,1.00,1.80,3.80
Twinkie Clark,19,20,11.21,275651.74,128.57,0.71,0.52,-6.43,0.11,0.04,0.18,0.34,0.45,0.79,4.95,3.74
Twinkz,5,46,35.60,100818.80,110.08,0.34,0.54,-14.91,0.10,0.75,0.82,0.12,0.44,0.00,9.20,3.80
Twista,31,69,38.90,241178.23,129.18,0.76,0.78,-5.37,0.14,0.00,0.16,0.20,0.51,0.48,5.97,3.97
Twisted Individual,9,26,14.11,315132.22,165.38,0.94,0.56,-2.82,0.10,0.70,0.00,0.38,0.38,0.78,5.22,4.00
Twisted Melodiez,5,40,19.20,190413.80,153.00,0.96,0.58,-3.71,0.05,0.08,0.01,0.25,0.44,0.40,4.80,4.00
Twisted Sister,44,75,20.61,246283.68,128.78,0.88,0.38,-6.37,0.08,0.08,0.02,0.28,0.50,0.89,5.14,4.02
Twit One,13,48,36.85,121708.23,110.92,0.42,0.72,-11.86,0.09,0.36,0.41,0.23,0.45,0.77,6.00,4.00
Twitching Tongues,13,35,20.85,240601.38,124.60,0.93,0.28,-4.47,0.09,0.06,0.00,0.22,0.31,0.85,3.31,3.85
Twiztid,4,41,37.75,223246.75,138.95,0.88,0.59,-4.90,0.27,0.00,0.13,0.41,0.43,0.75,3.50,4.00
Two Door Cinema Club,12,56,44.50,230047.17,128.79,0.78,0.59,-5.21,0.05,0.24,0.03,0.20,0.57,0.50,4.67,4.00
Two Feet,27,78,57.44,164457.00,119.89,0.58,0.64,-6.68,0.07,0.18,0.33,0.17,0.39,0.67,5.41,3.78
Two Friends,36,62,42.22,209676.08,119.56,0.74,0.61,-5.05,0.09,0.00,0.13,0.22,0.51,0.92,6.03,4.03
Two Knights,15,36,21.80,107086.87,117.25,0.67,0.36,-6.59,0.04,0.54,0.14,0.21,0.45,1.00,4.40,3.93
Two Lone Swordsmen,40,39,12.10,262250.93,130.14,0.61,0.66,-12.29,0.07,0.72,0.18,0.20,0.48,0.68,4.40,3.98
Two Shell,17,48,26.94,265279.65,132.29,0.73,0.67,-9.67,0.07,0.55,0.11,0.19,0.36,0.53,5.41,4.00
Two Story Road,3,28,25.67,208472.00,114.34,0.77,0.58,-5.31,0.03,0.00,0.01,0.10,0.59,0.67,3.00,4.00
Two Tongues,13,31,16.23,162285.15,130.16,0.68,0.55,-6.35,0.05,0.00,0.05,0.14,0.57,0.77,5.08,3.85
Two Ways,5,31,28.00,233455.40,109.84,0.55,0.33,-7.91,0.03,0.32,0.16,0.15,0.09,0.40,4.20,4.00
Two Witches,18,23,9.61,305335.94,126.60,0.77,0.42,-7.26,0.05,0.23,0.09,0.16,0.35,0.39,6.67,3.94
Two Without Hats,5,28,13.60,289829.40,123.31,0.75,0.65,-10.52,0.07,0.19,0.00,0.17,0.56,0.20,7.80,4.00
Two Witnesses,4,21,19.25,163226.75,134.87,0.99,0.31,-3.37,0.25,0.01,0.00,0.37,0.14,0.75,6.25,3.25
Two Year Vacation,8,44,26.00,187541.50,121.57,0.69,0.68,-6.49,0.07,0.00,0.29,0.22,0.73,0.63,5.88,4.00
Two:22,9,38,28.89,181431.33,127.02,0.51,0.72,-8.86,0.04,0.00,0.23,0.11,0.36,0.33,4.33,4.11
twocolors,6,73,56.50,177997.83,124.20,0.75,0.68,-6.42,0.05,0.00,0.10,0.26,0.39,0.50,5.33,4.00
twoloud,23,50,25.35,220666.17,128.36,0.94,0.65,-3.65,0.08,0.42,0.02,0.26,0.39,0.43,5.22,4.00
TWOPILOTS,4,68,64.50,165497.75,117.24,0.82,0.75,-5.13,0.05,0.00,0.15,0.22,0.55,0.25,9.00,4.00
TwoThirds,18,33,19.17,342578.00,143.42,0.76,0.55,-5.45,0.06,0.50,0.02,0.20,0.25,0.39,7.39,3.94
twuan,11,52,43.64,104557.27,90.96,0.34,0.73,-10.52,0.12,0.74,0.44,0.20,0.62,0.36,6.18,4.00
Ty Dolla $ign,69,79,42.97,216044.32,125.14,0.57,0.73,-7.06,0.11,0.00,0.14,0.22,0.41,0.48,5.68,3.96
Ty Karlsson,7,42,33.29,138152.57,119.45,0.19,0.52,-21.80,0.04,0.94,0.99,0.11,0.43,0.43,4.00,4.00
Ty Segall,213,52,19.33,192758.85,125.80,0.70,0.37,-6.81,0.06,0.21,0.14,0.23,0.47,0.78,4.91,3.94
Tycho,92,58,29.29,273382.00,126.91,0.64,0.59,-10.24,0.04,0.75,0.28,0.18,0.31,0.52,5.10,3.89
tyDi,46,57,18.80,258617.74,128.08,0.76,0.62,-6.53,0.05,0.22,0.06,0.19,0.35,0.50,5.04,4.00
Tye Tribbett,122,47,25.23,300676.12,120.79,0.66,0.48,-6.73,0.12,0.00,0.24,0.36,0.35,0.61,5.09,3.82
Tyga,62,71,48.27,194263.92,109.39,0.62,0.82,-6.50,0.21,0.00,0.12,0.16,0.46,0.73,4.47,4.03
TYGAPAW,5,24,17.40,236598.20,136.01,0.86,0.63,-9.29,0.13,0.74,0.02,0.14,0.36,0.80,6.20,4.00
Tygers Of Pan Tang,11,39,28.36,266584.00,132.02,0.91,0.45,-5.41,0.07,0.00,0.00,0.23,0.39,0.64,5.45,3.91
Tyla Yaweh,4,65,62.00,176172.00,144.82,0.60,0.68,-6.22,0.13,0.00,0.06,0.13,0.42,0.25,7.00,3.50
Tyler Booth,8,54,41.00,199669.75,118.18,0.64,0.53,-6.00,0.03,0.01,0.18,0.12,0.42,0.88,5.75,3.88
Tyler Braden,15,57,45.67,209373.67,145.94,0.70,0.48,-6.05,0.04,0.00,0.19,0.17,0.43,0.87,4.27,4.00
Tyler Bryant & the Shakedown,42,47,24.24,204379.57,121.43,0.79,0.46,-5.15,0.05,0.03,0.14,0.18,0.48,0.71,5.50,3.95
Tyler Burkhart,4,59,53.00,158277.00,114.53,0.26,0.62,-16.57,0.03,0.69,0.77,0.11,0.20,0.75,7.50,3.75
Tyler Childers,64,76,54.98,228703.48,126.99,0.44,0.50,-9.25,0.04,0.03,0.61,0.26,0.55,0.94,5.33,3.73
Tyler Farr,22,56,36.68,197536.73,137.56,0.78,0.54,-4.60,0.04,0.00,0.07,0.18,0.56,0.77,6.00,4.00
Tyler Hilton,48,34,15.40,229880.60,124.35,0.61,0.53,-7.13,0.04,0.00,0.27,0.16,0.41,0.90,5.79,3.92
Tyler Hubbard,10,72,54.40,184041.10,117.17,0.72,0.55,-5.49,0.05,0.00,0.16,0.15,0.48,1.00,4.30,3.90
Tyler Rich,12,59,43.83,197847.42,127.62,0.72,0.55,-5.61,0.05,0.01,0.09,0.16,0.61,0.92,6.33,3.92
Tyler Ward,97,55,26.04,193139.03,119.38,0.36,0.57,-8.85,0.04,0.00,0.61,0.17,0.38,0.81,5.16,3.96
Tyler Wood,5,49,37.80,194768.20,158.04,0.71,0.56,-5.45,0.04,0.00,0.15,0.15,0.58,1.00,2.60,4.00
"Tyler, The Creator",94,83,58.61,224888.47,110.91,0.65,0.55,-7.81,0.25,0.01,0.18,0.34,0.44,0.56,5.24,3.96
TYNAN,17,32,23.53,199980.12,127.64,0.91,0.63,-2.70,0.14,0.26,0.04,0.23,0.30,0.71,4.71,4.00
Type O Negative,98,63,20.47,378715.81,117.55,0.82,0.33,-8.60,0.10,0.25,0.09,0.32,0.23,0.80,5.74,3.91
Type.Raw,4,14,10.25,129267.75,85.90,0.37,0.69,-9.54,0.15,0.61,0.55,0.10,0.65,0.00,6.75,4.00
Typecast,10,51,33.50,269480.30,131.10,0.72,0.30,-6.96,0.05,0.03,0.01,0.26,0.19,0.70,3.90,4.10
Typesun,3,30,27.67,342644.67,104.01,0.41,0.73,-10.06,0.10,0.45,0.43,0.27,0.34,0.33,4.67,4.00
Typical Cats,14,35,21.50,201406.50,110.42,0.61,0.72,-10.75,0.32,0.07,0.33,0.11,0.72,0.79,4.86,4.00
Tyrant Of Death,5,11,10.20,287535.80,134.00,0.99,0.43,-1.77,0.12,0.76,0.00,0.29,0.25,0.80,1.20,3.80
Tyree,3,5,5.00,262186.33,101.57,0.65,0.79,-7.26,0.13,0.28,0.05,0.17,0.53,0.00,4.67,4.00
Tyree Cooper,5,41,22.00,300303.40,125.55,0.90,0.78,-6.68,0.13,0.00,0.00,0.14,0.48,0.80,7.20,4.00
Tyree Neal,4,30,19.25,223708.75,104.98,0.46,0.83,-11.11,0.07,0.00,0.23,0.14,0.66,0.25,8.00,4.00
Tyrese,59,53,24.12,252689.98,111.56,0.57,0.65,-6.15,0.10,0.01,0.19,0.20,0.50,0.46,6.32,4.03
Tyron Hapi,4,57,43.50,159575.00,116.46,0.71,0.69,-5.87,0.07,0.00,0.29,0.16,0.59,0.75,5.50,4.00
Tyrone Davis,30,37,15.10,239576.03,111.44,0.54,0.73,-8.74,0.05,0.00,0.29,0.11,0.75,0.63,5.73,3.83
Tyrone Wells,73,58,19.05,214740.96,123.47,0.53,0.59,-7.75,0.06,0.00,0.33,0.16,0.46,0.82,5.38,3.93
Tysta Mari,6,12,10.67,168235.33,146.66,0.91,0.37,-2.24,0.18,0.00,0.05,0.27,0.45,0.83,2.33,4.00
TYuS,5,44,38.00,191909.80,102.76,0.44,0.65,-10.42,0.09,0.00,0.29,0.17,0.31,0.60,5.40,3.40
Tyvek,4,16,9.50,175623.25,138.29,0.92,0.33,-4.80,0.05,0.11,0.07,0.33,0.62,1.00,6.00,4.00
